 Gao Y.	['Bengio Y.', 'Courville A.', 'Pineau J.', 'Serban I.V.', 'Sordoni A.', 'Lowe R.', 'Charlin L.', 'Pineau J.', 'Courville A.', 'Bengio Y.', 'Tian Z.', 'Yan R.', 'Mou L.', 'Song Y.', 'Feng Y.', 'Zhao D.', 'Xing C.', 'Wu Y.', 'Wu W.', 'Huang Y.', 'Zhou M.', 'Zhang H.', 'Lan Y.', 'Pang L.', 'Guo J.', 'Cheng X.', 'Vaswani A.', 'Shazeer N.', 'Parmar N.', 'Uszkoreit J.', 'Jones L.', 'Gomez A.N.', 'Polosukhin I.', 'Zhou H.', 'Zheng C.', 'Huang K.', 'Huang M.', 'Zhu X.', 'Speer R.', 'Havasi C.', 'Devlin J.', 'Lee K.', 'Toutanova K.', 'Shaw P.', 'Uszkoreit J.', 'Vaswani A.', 'Papineni K.', 'Roukos S.', 'Ward T.', 'Zhu W.J.', 'Li J.', 'Galley M.', 'Brockett C.', 'Gao J.', 'Dolan B.', 'Li Y.']
 Garcez A.A.	['Koch M.', 'Mller S.', 'Helbing D.', 'Clevert D.', 'Unterthiner T.', 'Hochreiter S.', 'Tao D.', 'Luo Y.', 'Wen Y.', 'Richardson M.', 'Burges C.J.C.', 'Renshaw E.', 'Ostermann S.', 'Roth M.', 'Modi A.', 'Thater S.', 'Pinkal M.', 'Mostafazadeh N.', 'Chambers N.', 'He X.', 'Parikh D.', 'Batra D.', 'Vanderwende L.', 'Kohli P.', 'Allen J.F.', 'Lin H.', 'Sun L.', 'Han X.', 'Chaturvedi S.', 'Peng H.', 'Roth D.', 'Wang B.', 'Liu K.', 'Zhao J.', 'Srinivasan S.', 'Arora R.', 'Riedl M.O.', 'Li Q.', 'Li Z.', 'Gu Y.', 'Jatowt A.', 'Yang Z.', 'Radford A.', 'Narasimhan K.', 'Salimans T.', 'Sutskever I.', 'Sun K.', 'Yu D.', 'Yu D.', 'Cardie C.', 'Bowman S.R.', 'Angeli G.', 'Potts C.', 'Manning C.D.', 'Williams A.', 'Nangia N.', 'Bowman S.R.', 'Pan S.J.', 'Yang Q.', 'Tzeng E.', 'Hoffman J.', 'Saenko K.', 'Darrell T.', 'Hermann K.M.', 'Kocisky T.', 'Grefenstette E.', 'Espeholt L.', 'Kay W.', 'Suleyman M.']
 Garcia-Zapirain B.	['Cai J.', 'Luo J.', 'Wang S.', 'Yang S.', 'Chandrashekar G.', 'Sahin F.', 'Chormunge S.', 'Jena S.', 'Dey L.', 'Chakraborty S.', 'Biswas A.', 'Bose B.', 'Ding C.', 'Peng H.', 'Domingues M.A.O.', 'Souza R.M.C.R.', 'Cysneiros F.J.A.', 'Duarte M.F.', 'Hu Y.H.', 'Gani A.', 'Siddiqa A.', 'Shamshirband S.', 'Hanum F.', 'Gu Q.', 'Li Z.', 'Hall M.', 'Hedjazi L.', 'Martin J.', 'Jensen R.', 'Shen Q.', 'Kou G.', 'Yang P.', 'Peng Y.I.', 'Xiao F.', 'Chen Y.', 'Alsaadi F.E.', 'Lavanya P.G.', 'Kouser K.', 'Suresha M.', 'Leon F.', 'Floria S.A.', 'Li J.', 'Cheng K.', 'Wang S.', 'Morstatter F.', 'Trevino R.P.', 'Tang J.', 'Liu H.', 'Li J.', 'Liu H.', 'Lin L.', 'Wang F.', 'Xie X.', 'Zhong S.', 'Mahapatra S.', 'Mahapatra S.S.', 'Bengio Y.']
 Garcke J.	['Yang Y.']
 García-Castro R.	['Sigman M.', 'Maniraj V.', 'Sivakumar R.', 'Smolka G.', 'Baader F.', 'Buchheit M.', 'Hollander B.', 'Faddoul J.', 'Horrocks I.', 'Schneider P.F.', 'Cimatti A.', 'Griggio A.', 'Schaafsma B.J.', 'Sebastiani R.', 'Tsarkov D.', 'Horrocks I.', 'Seattle WA', 'Li Z.', 'Tsarkov D.', 'Horrocks I.', 'Knublauch H.', 'Fergerson R.W.', 'Noy N.F.', 'Musen M.A.', 'Pan J.Z.', 'Bobed C.', 'Guclu I.', 'Kang Y.B.', 'Li Y.F.', 'Krishnaswamy S.', 'Boston MA', 'Kang Y.B.', 'Krishnaswamy S.', 'Li Y.F.', 'Bethlehem PA', 'Alaya N.', 'Yahia S.B.', 'Lamolle M.', 'Sazonau V.', 'Sattler U.']
 Gastaldo P.	['Podsiadlo P.', 'Zeng R.L.', 'Zhang L.L.', 'Xiao Y.K.', 'Zeng Y.H.', 'Zhu H.', 'Xu X.J.', 'Yan X.P.', 'Sheng C.X.', 'Xu L.', 'Krzyzak A.', 'Suen C.Y.', 'Lu Y.', 'Shi P.F.', 'Zhao Y.M.', 'Kuncheva L.I.', 'Kittler J.', 'Pizzi N.J.', 'Pedrycz W.', 'Kuncheva L.I.', 'Bezdek J.C.', 'Duin R.P.W.', 'Liu Z.', 'Pan Q.', 'Dezert J.', 'Lam L.', 'Suen C.Y.', 'Huang Y.S.', 'Suen C.Y.', 'Verlinde P.', 'Cholet G.', 'Xu L.', 'Krzyzak A.', 'Suen C.Y.', 'Rogova G.', 'Yang J.B.', 'Xu D.L.', 'Xu X.B.', 'Zheng J.', 'Xu D.L.', 'Xu D.L.', 'Zhang Y.', 'Yang J.B.', 'Zhu H.Y.', 'Yang J.B.', 'Xu D.L.', 'Zhao Z.N.']
 Gaur M.	['Mehri R.', 'Haarslev V.', 'Chinaei H.', 'Mehri R.', 'Haarslev V.', 'Chinaei H.', 'Mehri R.', 'Haarslev V.', 'Chinaei H.', 'Freeman J.W.', 'Maandag P.', 'Barendregt H.', 'Silva A.', 'Cortes C.', 'Vapnik V.']
 Gelbukh A.	['Raedt L.', 'Cun Y.', 'Bengio Y.', 'Hinton G.', 'Lin Y.', 'Liu Z.', 'Luan H.', 'Lao N.', 'Cohen W.W.', 'Nickel M.', 'Cucurull G.', 'Casanova A.', 'Vaswani A.', 'Nickel M.', 'Rosasco L.', 'Poggio T.', 'Xiao H.', 'Huang M.', 'Hao Y.', 'Ji G.']
 Geng Y.	['Pollak S.', 'Mihalcea R.', 'Tarau P.', 'Protasiewicz J.', 'Misra R.', 'Arora P.', 'Mitchell M.', 'Cambridge MA', 'Mohr F.', 'Wever M.', 'Moradi M.', 'Dorffner G.', 'Samwald M.', 'Myers I.B.', 'Olson R.S.', 'Moore J.H.', 'Pedregosa F.', 'Varoquaux G.', 'Gramfort A.', 'Michel V.', 'Thirion B.', 'Grisel O.', 'Pilat M.', 'Neruda R.', 'Pollak S.', 'Coesemans R.', 'Daelemans W.', 'Qian M.', 'Zhai C.', 'Rappl G.', 'Reif M.', 'Shafait F.', 'Dengel A.', 'Rose S.', 'Engel D.', 'Cramer N.', 'Cowley W.', 'Rudin C.', 'Sennrich R.', 'Haddow B.', 'Birch A.', 'Repar A.']
 Gentile M.	['Meah M.P.', 'Hossain M.S.', 'Ahmed F.', 'Andersson K.', 'Dymova L.', 'Sevastjanov P.', 'Kaczmarek K.', 'Chang L.', 'Ma X.', 'Wang L.', 'Ling X.', 'Chang L.', 'Zhou Z.', 'You Y.', 'Yang L.', 'Zhou Z.', 'Cun Y.', 'Bengio Y.', 'Hinton G.', 'Chen W.', 'An J.', 'Li R.', 'Fu L.', 'Xie G.', 'Bhuiyan M.Z.A.']
 Gentili R.J.	['Fred A.L.N.', 'Silva H.', 'Filliat D.', 'Zhang Y.', 'Jin R.', 'Aizawa A.', 'Wu B.', 'Li C.', 'Wang B.', 'Rousseau F.', 'Kiagias E.', 'Vazirgiannis M.', 'Peng H.', 'Li J.', 'Gong Q.', 'Wang S.', 'Ning Y.', 'Yu P.S.', 'Liu P.', 'Qiu X.', 'Huang X.', 'Hochreiter S.', 'Schmidhuber J.', 'Lundervold A.S.', 'Lundervold A.', 'Nwankpa C.', 'Gachagan A.', 'Ijomah W.', 'Marshall S.', 'Verma A.', 'Ranga V.', 'Zulqarnain M.', 'Ghazali R.', 'Ghouse M.', 'Mushtaq M.', 'Lecunn Y.', 'Hinton G.', 'Bengio Y.', 'Akers S.B.', 'Alberti M.', 'Bellodi E.', 'Cota G.', 'Riguzzi F.', 'Zese R.', 'Alberti M.', 'Cota G.', 'Riguzzi F.', 'Zese R.', 'Beerenwinkel N.', 'Hoffmann D.', 'Kaiser R.', 'Selbig J.', 'Lengauer T.', 'Bellodi E.', 'Riguzzi F.', 'Programming LNCS', 'Bellodi E.', 'Riguzzi F.', 'Bellodi E.', 'Riguzzi F.', 'Bishop C.', 'Clark K.L.', 'Cox D.A.', 'Cropper A.', 'Morel R.', 'Muggleton S.', 'Cropper A.', 'Muggleton S.H.', 'Darwiche A.', 'Davis J.', 'Goadrich M.', 'Raedt L.', 'Kimmig A.', 'Toivonen H.', 'Raedt L.', 'Manhaeve R.', 'Dumancic S.', 'Demeester T.', 'Kimmig A.', 'Drake J.D.', 'Worsley J.C.', 'Fierens D.', 'Broeck G.', 'Renkens J.']
 Georgiev B.	['Yang Y.']
 Gershman S.J.	['Galligher B.', 'Rad T.', 'Giannini F.', 'Diligenti M.', 'Gori M.', 'Maggini M.', 'Vapnik V.', 'Krizhevsky A.', 'Hinton G.', 'Lin M.', 'Chen Q.', 'Yan S.', 'Kaiming H.', 'Xiangyu Z.', 'Shaoqing R.', 'Jian S.', 'He K.', 'Zhang X.', 'Ren S.', 'Sun J.', 'Han D.', 'Kim J.', 'Kim J.', 'Zagoruyko S.', 'Komodakis N.', 'Vries T.', 'Taylor G.W.', 'Yu Y.', 'Wu Z.', 'Shen C.', 'Hengel A.', 'Aizawa K.', 'Andreas J.', 'Rohrbach M.', 'Darrell T.', 'Klein D.', 'Ba J.', 'Hinton G.E.', 'Mnih V.', 'Leibo J.Z.', 'Ionescu C.', 'Baan J.', 'Leible J.', 'Nikolaus M.', 'Rau D.', 'Ulmer D.', 'Baars B.J.', 'Baars B.J.', 'Franklin S.', 'Baayen R.H.', 'Baddeley A.', 'Bahdanau D.', 'Cho K.', 'Bengio Y.', 'Barbosa J.', 'Stein H.', 'Martinez R.', 'Galan A.', 'Adam K.', 'Li S.', 'Barsalou L.W.', 'Besold T.R.', 'Garcez A.D.', 'Bader S.', 'Bowman H.', 'Domingos P.', 'Hitzler P.', 'Bienenstock E.', 'Geman S.', 'Potter D.', 'Blouw P.', 'Solodkin E.', 'Thagard P.', 'Eliasmith C.', 'Borisyuk R.', 'Chik D.', 'Kazanovich Y.', 'Gomes J.', 'Botvinick M.M.', 'Bunel R.', 'Hausknecht M.', 'Devlin J.', 'Singh R.', 'Kohli P.', 'Burke M.', 'Penkov S.', 'Ramamoorthy S.', 'Campitelli G.']
 Giannotti F.	['Wold S.', 'Esbensen K.', 'Geladi P.', 'Cover T.M.', 'Thomas J.A.', 'Horrocks I.', 'Schneider P.F.', 'Tartir S.', 'Arpinar I.B.', 'Moore M.']
 Giesselbach S.	['Yang Y.']
 Gogate M.	['Tenenbaum J.B.', 'Jern A.', 'Kemp C.', 'Scherer K.R.', 'Grandjean D.', 'Kleef G.A.', 'Dreu C.K.', 'Manstead A.S.', 'Melo C.M.', 'Carnevale P.J.', 'Read S.J.', 'Gratch J.', 'Skerry A.E.', 'Saxe R.', 'Wondra J.D.', 'Ellsworth P.C.', 'Skerry A.E.', 'Spelke E.S.', 'Wellman H.M.', 'Phillips A.T.', 'Rodriguez T.', 'Ong D.', 'Asaba M.', 'Gweon H.', 'Wu Y.', 'Schulz L.E.', 'Zaki J.', 'Swartout W.R.', 'Gratch J.', 'Hill R.W.', 'Hovy E.', 'Marsella S.', 'Rickel J.', 'Traum D.', 'Yannakakis G.N.', 'Cowie R.', 'Busso C.', 'Goodman N.D.', 'Tenenbaum J.B.', 'Gerstenberg T.', 'Cambridge MA', 'Lake B.M.', 'Salakhutdinov R.', 'Tenenbaum J.B.', 'Lake B.M.', 'Ullman T.D.', 'Tenenbaum J.B.', 'Gershman S.J.', 'Goodman N.D.', 'Frank M.C.', 'Goodman N.D.']
 Gonzalez-Cava J.M.	['Kim Y.', 'Lee H.', 'Provost E.M.', 'Cowie E.', 'Cowie R.', 'Sneddon I.', 'Cox C.', 'Lowry O.', 'Rorie M.', 'Karpouzis K.', 'Ong D.C.', 'Zaki J.', 'Goodman N.D.', 'Lin J.', 'Spraragen M.', 'Zyda M.', 'Marsella S.', 'Gratch J.', 'Petta P.', 'York NY', 'Frijda N.H.', 'Smith C.A.', 'Lazarus R.S.', 'Broekens J.', 'Degroot D.', 'Kosters W.A.', 'Marsella S.C.', 'Gratch J.', 'Ortony A.', 'Clore G.L.', 'Collins A.', 'Asano C.', 'Wachsmuth I.', 'Marinier R.P.', 'Laird J.E.', 'Lewis R.L.', 'Newell A.', 'Reisenzein R.', 'Hudlicka E.', 'Dastani M.', 'Gratch J.', 'Hindriks K.', 'Lorini E.', 'Dias J.', 'Mascarenhas S.', 'Paiva A.']
 Goodman N.D.	['Toivonen H.', 'Diligenti M.', 'Gori M.', 'Sacca C.', 'Ding L.', 'Liya D.', 'Dong H.', 'Mao J.', 'Lin T.', 'Wang C.', 'Li L.', 'Zhou D.', 'Dong X.', 'Gabrilovich E.', 'Heitz G.', 'Horn W.', 'Lao N.', 'Murphy K.', 'Strohmann T.', 'Zhang W.', 'Dong Y.', 'Chawla N.V.', 'Swami A.', 'Dwivedi V.P.', 'Joshi C.K.', 'Laurent T.', 'Bengio Y.', 'Bresson X.', 'Eisner J.', 'Filardo N.W.', 'Evans R.', 'Grefenstette E.', 'Evans R.', 'Saxton D.', 'Amos D.', 'Kohli P.', 'Grefenstette E.', 'Fadja A.N.', 'Lamma E.', 'Riguzzi F.', 'Feng Y.', 'You H.', 'Zhang Z.', 'Ji R.', 'Gao Y.', 'Fey M.', 'Lenssen J.E.', 'Fu T.Y.', 'Lee W.C.', 'Lei Z.', 'Gallaire H.', 'Minker J.', 'Nicolas J.M.', 'Garcez A.', 'Gori M.', 'Lamb L.', 'Serafini L.', 'Spranger M.', 'Tran S.', 'Garcez A.S.A.', 'Zaverucha G.', 'Getoor L.', 'Taskar B.', 'Gilmer J.', 'Schoenholz S.S.', 'Riley P.F.', 'Vinyals O.', 'Dahl G.E.', 'Glorot X.', 'Bengio Y.', 'Gong L.', 'Cheng Q.', 'Graves A.', 'Wayne G.', 'Danihelka I.', 'Graves A.', 'Wayne G.', 'Reynolds M.', 'Harley T.', 'Danihelka I.', 'Colmenarejo S.G.', 'Agapiou J.', 'Hamilton W.', 'Ying Z.', 'Leskovec J.', 'Helma C.', 'King R.D.', 'Kramer S.', 'Srinivasan A.', 'Hill P.', 'Galligher B.', 'Rad T.', 'Giannini F.', 'Diligenti M.', 'Gori M.', 'Maggini M.', 'Vapnik V.', 'Krizhevsky A.', 'Hinton G.', 'Lin M.', 'Chen Q.', 'Yan S.', 'Kaiming H.', 'Xiangyu Z.', 'Shaoqing R.', 'Jian S.', 'He K.', 'Zhang X.', 'Ren S.', 'Sun J.', 'Han D.', 'Kim J.', 'Kim J.', 'Zagoruyko S.', 'Komodakis N.', 'Vries T.', 'Taylor G.W.', 'Yu Y.', 'Wu Z.', 'Shen C.', 'Hengel A.', 'Aizawa K.', 'Andreas J.', 'Rohrbach M.', 'Darrell T.', 'Klein D.', 'Ba J.', 'Hinton G.E.', 'Mnih V.', 'Leibo J.Z.', 'Ionescu C.', 'Baan J.', 'Leible J.', 'Nikolaus M.', 'Rau D.', 'Ulmer D.', 'Baars B.J.', 'Baars B.J.', 'Franklin S.', 'Baayen R.H.', 'Baddeley A.', 'Bahdanau D.', 'Cho K.', 'Bengio Y.', 'Barbosa J.', 'Stein H.', 'Martinez R.', 'Galan A.', 'Adam K.', 'Li S.', 'Barsalou L.W.', 'Besold T.R.', 'Garcez A.D.', 'Bader S.', 'Bowman H.', 'Domingos P.', 'Hitzler P.', 'Bienenstock E.', 'Geman S.', 'Potter D.', 'Blouw P.', 'Solodkin E.', 'Thagard P.', 'Eliasmith C.', 'Borisyuk R.', 'Chik D.', 'Kazanovich Y.', 'Gomes J.', 'Botvinick M.M.', 'Bunel R.', 'Hausknecht M.', 'Devlin J.', 'Singh R.', 'Kohli P.', 'Burke M.', 'Penkov S.', 'Ramamoorthy S.', 'Campitelli G.']
 Goodwin M.	['Courville A.', 'Vincent P.', 'Bengio S.', 'Bengio Y.', 'Lamblin P.', 'Popovici D.', 'Larochelle H.', 'Nguyen A.', 'Yosinski J.', 'Clune J.', 'Richardson M.', 'Domingos P.', 'Wang J.', 'Domingos P.', 'Bach S.H.', 'Broecheler M.', 'Huang B.', 'Getoor L.', 'Raedt L.D.', 'Kimmig A.', 'Toivonen H.', 'Garcez A.D.', 'Gori M.', 'Lamb L.C.', 'Serafini L.', 'Spranger M.', 'Tran S.N.', 'Diligenti M.', 'Gori M.', 'Maggini M.', 'Rigutini L.', 'Diligenti M.', 'Gori M.', 'Sacca C.', 'Diligenti M.', 'Roychowdhury S.', 'Gori M.', 'Roychowdhury S.', 'Diligenti M.', 'Gori M.', 'Serafini L.', 'Donadello I.', 'Hajek P.']
 Gori M.	['Li J.', 'Peng H.', 'Liu L.', 'Xiong G.', 'Du B.', 'Ma H.', 'Wang L.', 'Bhuiyan M.Z.', 'Peng H.', 'Li J.', 'Wang S.', 'Wang L.', 'Gong Q.', 'Yang R.', 'Li B.', 'He L.', 'Williams R.', 'Zipser D.', 'Zhou P.', 'Qi Z.', 'Zheng S.', 'Xu J.', 'Bao H.', 'Xu B.', 'Nickel M.', 'Kiela D.', 'Ye J.', 'Ni J.', 'Yi Y.', 'Engan K.', 'Aase S.O.', 'Husoy J.', 'Wright J.', 'Yang A.Y.', 'Ganesh A.', 'Sastry S.', 'Ma Y.', 'Yang M.', 'Zhang L.', 'Yang J.', 'Zhang D.', 'Liu Y.', 'Peng H.', 'Li J.', 'Song Y.', 'Li X.', 'Bota P.J.', 'Wang C.', 'Blunsom P.', 'Rajpurkar P.', 'Zhang J.', 'Lopyrev K.', 'Liang P.', 'Nguyen T.', 'Rosenberg M.', 'Song X.', 'Gao J.', 'Tiwary S.', 'Majumder R.', 'Deng L.', 'Wang S.', 'Jiang J.', 'Seo M.', 'Kembhavi A.', 'Farhadi A.', 'Hajishirzi H.', 'Wang W.', 'Yang N.', 'Wei F.', 'Chang B.', 'Zhou M.', 'Chambers N.', 'Jurafsky D.', 'Chambers N.', 'Jurafsky D.', 'Bamman D.', 'Connor B.', 'Smith N.A.', 'Chambers N.', 'Pichotta K.', 'Mooney R.', 'Rudinger R.', 'Rastogi P.', 'Ferraro F.', 'Durme B.', 'Mostafazadeh N.', 'Roth M.', 'Louis A.', 'Chambers N.', 'Allen J.', 'Kiros R.', 'Zhu Y.', 'Salakhutdinov R.R.', 'Zemel R.', 'Urtasun R.', 'Torralba A.', 'Fidler S.', 'Peng H.', 'Roth D.', 'Peters M.E.']
 Governatori G.	['Bengio Y.', 'Courville A.', 'Pineau J.', 'Serban I.V.', 'Sordoni A.', 'Lowe R.', 'Charlin L.', 'Pineau J.', 'Courville A.', 'Bengio Y.', 'Tian Z.', 'Yan R.', 'Mou L.', 'Song Y.', 'Feng Y.', 'Zhao D.', 'Xing C.', 'Wu Y.', 'Wu W.', 'Huang Y.', 'Zhou M.', 'Zhang H.', 'Lan Y.', 'Pang L.', 'Guo J.', 'Cheng X.', 'Vaswani A.', 'Shazeer N.', 'Parmar N.', 'Uszkoreit J.', 'Jones L.', 'Gomez A.N.', 'Polosukhin I.', 'Zhou H.', 'Zheng C.', 'Huang K.', 'Huang M.', 'Zhu X.', 'Speer R.', 'Havasi C.', 'Devlin J.', 'Lee K.', 'Toutanova K.', 'Shaw P.', 'Uszkoreit J.', 'Vaswani A.', 'Papineni K.', 'Roukos S.', 'Ward T.', 'Zhu W.J.', 'Li J.', 'Galley M.', 'Brockett C.', 'Gao J.', 'Dolan B.', 'Li Y.']
 Granmo O.-C.	['Courville A.', 'Vincent P.', 'Bengio S.', 'Bengio Y.', 'Lamblin P.', 'Popovici D.', 'Larochelle H.', 'Nguyen A.', 'Yosinski J.', 'Clune J.', 'Richardson M.', 'Domingos P.', 'Wang J.', 'Domingos P.', 'Bach S.H.', 'Broecheler M.', 'Huang B.', 'Getoor L.', 'Raedt L.D.', 'Kimmig A.', 'Toivonen H.', 'Garcez A.D.', 'Gori M.', 'Lamb L.C.', 'Serafini L.', 'Spranger M.', 'Tran S.N.', 'Diligenti M.', 'Gori M.', 'Maggini M.', 'Rigutini L.', 'Diligenti M.', 'Gori M.', 'Sacca C.', 'Diligenti M.', 'Roychowdhury S.', 'Gori M.', 'Roychowdhury S.', 'Diligenti M.', 'Gori M.', 'Serafini L.', 'Donadello I.', 'Hajek P.']
 Grasso F.	['Gallistel C.R.', 'Gardner M.', 'Talukdar P.', 'Mitchell T.', 'Gayler R.W.', 'Gayler R.W.', 'Gelman S.A.', 'Markman E.M.', 'Gentner D.', 'Gentner D.', 'Forbus K.D.', 'Gentner D.', 'Markman A.B.', 'Gentner D.', 'Stevens A.L.', 'Gertler B.', 'Gierasimczuk N.', 'Goldman A.I.', 'Goodman N.', 'Mansinghka V.', 'Roy D.', 'Bonawitz K.', 'Tenenbaum J.', 'Goodman N.', 'Tenenbaum J.', 'Feldman J.', 'Griffiths T.', 'Goodman N.D.', 'Goodman N.D.', 'Tenenbaum J.B.', 'Gerstenberg T.', 'Goodman N.D.', 'Ullman T.D.', 'Tenenbaum J.B.', 'Gopnik A.', 'Meltzoff A.N.', 'Gopnik A.', 'Wellman H.M.', 'Gordon R.M.', 'Graves A.', 'Wayne G.', 'Danihelka I.', 'Greenberg M.', 'Harman G.', 'Grefenstette E.', 'Griffiths T.', 'Chater N.', 'Kemp C.', 'Perfors A.']
 Grossi D.	['Gallistel C.R.', 'Gardner M.', 'Talukdar P.', 'Mitchell T.', 'Gayler R.W.', 'Gayler R.W.', 'Gelman S.A.', 'Markman E.M.', 'Gentner D.', 'Gentner D.', 'Forbus K.D.', 'Gentner D.', 'Markman A.B.', 'Gentner D.', 'Stevens A.L.', 'Gertler B.', 'Gierasimczuk N.', 'Goldman A.I.', 'Goodman N.', 'Mansinghka V.', 'Roy D.', 'Bonawitz K.', 'Tenenbaum J.', 'Goodman N.', 'Tenenbaum J.', 'Feldman J.', 'Griffiths T.', 'Goodman N.D.', 'Goodman N.D.', 'Tenenbaum J.B.', 'Gerstenberg T.', 'Goodman N.D.', 'Ullman T.D.', 'Tenenbaum J.B.', 'Gopnik A.', 'Meltzoff A.N.', 'Gopnik A.', 'Wellman H.M.', 'Gordon R.M.', 'Graves A.', 'Wayne G.', 'Danihelka I.', 'Greenberg M.', 'Harman G.', 'Grefenstette E.', 'Griffiths T.', 'Chater N.', 'Kemp C.', 'Perfors A.']
 Guan Y.	['Stuhlmuller A.', 'Grice H.P.', 'Potts C.', 'Lassiter D.', 'Levy R.', 'Frank M.C.', 'Tessler M.H.', 'Goodman N.D.', 'Kao J.T.', 'Wu J.Y.', 'Bergen L.', 'Goodman N.D.', 'Kao J.T.', 'Levy R.', 'Goodman N.D.', 'Yoon E.J.', 'Tessler M.H.', 'Goodman N.D.', 'Frank M.C.', 'Roberts J.', 'Bingham E.', 'Chen J.P.', 'Jankowiak M.', 'Obermeyer F.', 'Pradhan N.', 'Karaletsos T.', 'Singh R.', 'Goodman N.D.', 'Goodman N.D.', 'Stuhlmuller A.', 'Ekman P.', 'Friesen W.V.', 'Alto CA', 'Cohn J.F.', 'Torre F.', 'Hoffman M.D.', 'Blei D.M.', 'Wang C.', 'Paisley J.', 'Kingma D.P.', 'Welling M.', 'Russell J.A.', 'Mehrabian A.', 'Wu M.', 'Goodman N.', 'Marr D.', 'Francisco CA', 'Khan F.', 'Saif H.', 'He Y.', 'Fernandez M.', 'Alani H.', 'Qamar U.', 'Bashir S.', 'Esuli A.', 'Sebastiani F.', 'Taboada M.', 'Brooke J.', 'Tofiloski M.', 'Voll K.', 'Stede M.', 'Paltoglou G.', 'Thelwall M.', 'Yager R.R.', 'Kelman A.', 'Appel O.', 'Chiclana F.', 'Carter J.', 'Fujita H.', 'Gassert H.', 'Effrosynidis D.', 'Symeonidis S.', 'Arampatzis A.', 'Salton G.', 'Wong A.', 'Han J.', 'Kamber M.', 'Gen M.', 'Cheng R.', 'Saif H.', 'Fernande M.', 'Alani Y.H.H.', 'Go A.', 'Bhayani R.', 'Huang L.', 'Shapiro S.S.', 'Wilk M.B.']
 Guessoum A.	['Lipton Z.C.', 'Lundberg S.M.', 'Lee S.I.', 'Luo C.', 'Wu D.', 'Wu D.', 'Metawa N.', 'Hassan M.K.', 'Elhoseny M.', 'Montavon G.', 'Lapuschkin S.', 'Binder A.', 'Samek W.', 'Montavon G.', 'Samek W.', 'Nanni L.', 'Lumini A.', 'Ong C.S.', 'Huang J.J.', 'Tzeng G.H.', 'Peterson D.', 'Ribeiro M.T.', 'Singh S.', 'Guestrin C.', 'Schebesch K.B.', 'Stecking R.', 'Shafer G.', 'Smarandache F.', 'Dezert J.', 'Tacnet J.M.', 'Stein F.', 'Preece A.', 'Boicu M.', 'Sun R.', 'Tomczak J.M.', 'Wagner W.P.', 'Otto J.', 'Chung Q.B.', 'Wang G.', 'Ma J.', 'Huang L.', 'Xu K.', 'Wei Y.', 'Yildirim P.', 'Bulte C.', 'Dellarocas C.', 'West D.', 'Wu W.W.', 'Xiao H.', 'Xiao Z.', 'Wang Y.']
 Guo D.	['Galligher B.', 'Rad T.', 'Giannini F.', 'Diligenti M.', 'Gori M.', 'Maggini M.', 'Vapnik V.', 'Krizhevsky A.', 'Hinton G.', 'Lin M.', 'Chen Q.', 'Yan S.', 'Kaiming H.', 'Xiangyu Z.', 'Shaoqing R.', 'Jian S.', 'He K.', 'Zhang X.', 'Ren S.', 'Sun J.', 'Han D.', 'Kim J.', 'Kim J.', 'Zagoruyko S.', 'Komodakis N.', 'Vries T.', 'Taylor G.W.', 'Yu Y.', 'Wu Z.', 'Shen C.', 'Hengel A.', 'Aizawa K.', 'Andreas J.', 'Rohrbach M.', 'Darrell T.', 'Klein D.', 'Ba J.', 'Hinton G.E.', 'Mnih V.', 'Leibo J.Z.', 'Ionescu C.', 'Baan J.', 'Leible J.', 'Nikolaus M.', 'Rau D.', 'Ulmer D.', 'Baars B.J.', 'Baars B.J.', 'Franklin S.', 'Baayen R.H.', 'Baddeley A.', 'Bahdanau D.', 'Cho K.', 'Bengio Y.', 'Barbosa J.', 'Stein H.', 'Martinez R.', 'Galan A.', 'Adam K.', 'Li S.', 'Barsalou L.W.', 'Besold T.R.', 'Garcez A.D.', 'Bader S.', 'Bowman H.', 'Domingos P.', 'Hitzler P.', 'Bienenstock E.', 'Geman S.', 'Potter D.', 'Blouw P.', 'Solodkin E.', 'Thagard P.', 'Eliasmith C.', 'Borisyuk R.', 'Chik D.', 'Kazanovich Y.', 'Gomes J.', 'Botvinick M.M.', 'Bunel R.', 'Hausknecht M.', 'Devlin J.', 'Singh R.', 'Kohli P.', 'Burke M.', 'Penkov S.', 'Ramamoorthy S.', 'Campitelli G.']
